code,note,prj4,prj_method
4366,POSGAR 98 (geocentric),+proj=geocent +ellps=GRS80 +units=m +no_defs +type=crs,(null)
4367,REGVEN (3D),+proj=longlat +ellps=GRS80 +no_defs +type=crs,(null)
4368,REGVEN (geocentric),+proj=geocent +ellps=GRS80 +units=m +no_defs +type=crs,(null)
4369,RGF93 (3D),+proj=longlat +ellps=GRS80 +no_defs +type=crs,(null)
4370,RGF93 (geocentric),+proj=geocent +ellps=GRS80 +units=m +no_defs +type=crs,(null)
4371,RGFG95 (3D),+proj=longlat +ellps=GRS80 +no_defs +type=crs,(null)
4372,RGFG95 (geocentric),+proj=geocent +ellps=GRS80 +units=m +no_defs +type=crs,(null)
4373,RGR92 (3D),+proj=longlat +ellps=GRS80 +no_defs +type=crs,(null)
4374,RGR92 (geocentric),+proj=geocent +ellps=GRS80 +units=m +no_defs +type=crs,(null)
4375,SIRGAS (3D),+proj=longlat +ellps=GRS80 +no_defs +type=crs,(null)
4376,SIRGAS (geocentric),+proj=geocent +ellps=GRS80 +units=m +no_defs +type=crs,(null)
4377,SWEREF99 (3D),+proj=longlat +ellps=GRS80 +no_defs +type=crs,(null)
4378,SWEREF99 (geocentric),+proj=geocent +ellps=GRS80 +units=m +no_defs +type=crs,(null)
4379,Yemen NGN96 (3D),+proj=longlat +ellps=WGS84 +no_defs +type=crs,(null)
4380,Yemen NGN96 (geocentric),+proj=geocent +ellps=WGS84 +units=m +no_defs +type=crs,(null)
4381,RGNC 1991 (3D),+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4382,RGNC 1991 (geocentric),+proj=geocent +ellps=intl +units=m +no_defs +type=crs,(null)
4383,RRAF 1991 (3D),+proj=longlat +ellps=WGS84 +no_defs +type=crs,(null)
4384,RRAF 1991 (geocentric),+proj=geocent +ellps=WGS84 +units=m +no_defs +type=crs,(null)
4385,ITRF2000 (geocentric),+proj=geocent +ellps=GRS80 +units=m +no_defs +type=crs,(null)
4386,ISN93 (3D),+proj=longlat +ellps=GRS80 +no_defs +type=crs,(null)
4387,ISN93 (geocentric),+proj=geocent +ellps=GRS80 +units=m +no_defs +type=crs,(null)
4388,LKS92 (3D),+proj=longlat +ellps=GRS80 +no_defs +type=crs,(null)
4389,LKS92 (geocentric),+proj=geocent +ellps=GRS80 +units=m +no_defs +type=crs,(null)
4463,RGSPM06,+proj=longlat +ellps=GRS80 +no_defs +type=crs,(null)
4465,RGSPM06,+proj=geocent +ellps=GRS80 +units=m +no_defs +type=crs,(null)
4466,RGSPM06,+proj=longlat +ellps=GRS80 +no_defs +type=crs,(null)
4468,RGM04,+proj=geocent +ellps=GRS80 +units=m +no_defs +type=crs,(null)
4469,RGM04,+proj=longlat +ellps=GRS80 +no_defs +type=crs,(null)
4470,RGM04,+proj=longlat +ellps=GRS80 +no_defs +type=crs,(null)
4472,Cadastre 1997,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4473,Cadastre 1997,+proj=geocent +ellps=intl +units=m +no_defs +type=crs,(null)
4475,Cadastre 1997,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4479,China Geodetic Coordinate System 2000,+proj=geocent +ellps=GRS80 +units=m +no_defs +type=crs,(null)
4480,China Geodetic Coordinate System 2000,+proj=longlat +ellps=GRS80 +no_defs +type=crs,(null)
4481,Mexico ITRF92,+proj=geocent +ellps=GRS80 +units=m +no_defs +type=crs,(null)
4482,Mexico ITRF92,+proj=longlat +ellps=GRS80 +no_defs +type=crs,(null)
4483,Mexico ITRF92,+proj=longlat +ellps=GRS80 +no_defs +type=crs,(null)
4490,China Geodetic Coordinate System 2000,+proj=longlat +ellps=GRS80 +no_defs +type=crs,(null)
4555,New Beijing,+proj=longlat +ellps=krass +no_defs +type=crs,(null)
4556,RRAF 1991,+proj=geocent +ellps=GRS80 +units=m +no_defs +type=crs,(null)
4557,RRAF 1991,+proj=longlat +ellps=GRS80 +no_defs +type=crs,(null)
4558,RRAF 1991,+proj=longlat +ellps=GRS80 +no_defs +type=crs,(null)
4600,Anguilla 1957,+proj=longlat +a=6378249.145 +rf=293.465 +no_defs +type=crs,(null)
4601,Antigua 1943,+proj=longlat +a=6378249.145 +rf=293.465 +no_defs +type=crs,(null)
4602,Dominica 1945,+proj=longlat +a=6378249.145 +rf=293.465 +no_defs +type=crs,(null)
4603,Grenada 1953,+proj=longlat +a=6378249.145 +rf=293.465 +no_defs +type=crs,(null)
4604,Montserrat 1958,+proj=longlat +a=6378249.145 +rf=293.465 +no_defs +type=crs,(null)
4605,St. Kitts 1955,+proj=longlat +a=6378249.145 +rf=293.465 +no_defs +type=crs,(null)
4606,St. Lucia 1955,+proj=longlat +a=6378249.145 +rf=293.465 +no_defs +type=crs,(null)
4607,St. Vincent 1945,+proj=longlat +a=6378249.145 +rf=293.465 +no_defs +type=crs,(null)
4608,"NAD27(76)",+proj=longlat +ellps=clrk66 +no_defs +type=crs,(null)
4609,"NAD27(CGQ77)",+proj=longlat +ellps=clrk66 +no_defs +type=crs,(null)
4610,Xian 1980,+proj=longlat +ellps=IAU76 +no_defs +type=crs,(null)
4611,Hong Kong 1980,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4612,JGD2000,+proj=longlat +ellps=GRS80 +no_defs +type=crs,(null)
4613,Segara,+proj=longlat +ellps=bessel +no_defs +type=crs,(null)
4614,QND95,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4615,Porto Santo,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4616,Selvagem Grande,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4617,"NAD83(CSRS)",+proj=longlat +ellps=GRS80 +no_defs +type=crs,(null)
4618,SAD69,+proj=longlat +ellps=aust_SA +no_defs +type=crs,(null)
4619,SWEREF99,+proj=longlat +ellps=GRS80 +no_defs +type=crs,(null)
4620,Point 58,+proj=longlat +a=6378249.145 +rf=293.465 +no_defs +type=crs,(null)
4621,Fort Marigot,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4622,Guadeloupe 1948,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4623,CSG67,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4624,RGFG95,+proj=longlat +ellps=GRS80 +no_defs +type=crs,(null)
4625,Martinique 1938,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4626,Reunion 1947,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4627,RGR92,+proj=longlat +ellps=GRS80 +no_defs +type=crs,(null)
4628,Tahiti 52,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4629,Tahaa 54,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4630,IGN72 Nuku Hiva,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4631,K0 1949,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4632,Combani 1950,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4633,IGN56 Lifou,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4634,IGN72 Grand Terre,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4635,ST87 Ouvea,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4636,Petrels 1972,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4637,Perroud 1950,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4638,Saint Pierre et Miquelon 1950,+proj=longlat +ellps=clrk66 +no_defs +type=crs,(null)
4639,MOP78,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4640,RRAF 1991,+proj=longlat +ellps=WGS84 +no_defs +type=crs,(null)
4641,IGN53 Mare,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4642,ST84 Ile des Pins,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4643,ST71 Belep,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4644,NEA74 Noumea,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4645,RGNC 1991,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4646,Grand Comoros,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4657,Reykjavik 1900,+proj=longlat +a=6377019.27 +rf=300 +no_defs +type=crs,(null)
4658,Hjorsey 1955,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4659,ISN93,+proj=longlat +ellps=GRS80 +no_defs +type=crs,(null)
4660,Helle 1954,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4661,LKS92,+proj=longlat +ellps=GRS80 +no_defs +type=crs,(null)
4662,IGN72 Grande Terre,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4663,Porto Santo 1995,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4664,Azores Oriental 1995,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4665,Azores Central 1995,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4666,Lisbon 1890,+proj=longlat +ellps=bessel +no_defs +type=crs,(null)
4667,IKBD-92,+proj=longlat +ellps=WGS84 +no_defs +type=crs,(null)
4668,ED79,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4669,LKS94,+proj=longlat +ellps=GRS80 +no_defs +type=crs,(null)
4670,IGM95,+proj=longlat +ellps=GRS80 +no_defs +type=crs,(null)
4671,Voirol 1879,+proj=longlat +ellps=clrk80ign +no_defs +type=crs,(null)
4672,Chatham Islands 1971,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4673,Chatham Islands 1979,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4674,SIRGAS 2000,+proj=longlat +ellps=GRS80 +no_defs +type=crs,(null)
4675,Guam 1963,+proj=longlat +ellps=clrk66 +no_defs +type=crs,(null)
4676,Vientiane 1982,+proj=longlat +ellps=krass +no_defs +type=crs,(null)
4677,Lao 1993,+proj=longlat +ellps=krass +no_defs +type=crs,(null)
4678,Lao 1997,+proj=longlat +ellps=krass +no_defs +type=crs,(null)
4679,Jouik 1961,+proj=longlat +a=6378249.145 +rf=293.465 +no_defs +type=crs,(null)
4680,Nouakchott 1965,+proj=longlat +a=6378249.145 +rf=293.465 +no_defs +type=crs,(null)
4681,Mauritania 1999,+proj=longlat +a=6378249.145 +rf=293.465 +no_defs +type=crs,(null)
4682,Gulshan 303,+proj=longlat +ellps=evrst30 +no_defs +type=crs,(null)
4683,PRS92,+proj=longlat +ellps=clrk66 +no_defs +type=crs,(null)
4684,Gan 1970,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4685,Gandajika,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4686,MAGNA-SIRGAS,+proj=longlat +ellps=GRS80 +no_defs +type=crs,(null)
4687,RGPF,+proj=longlat +ellps=GRS80 +no_defs +type=crs,(null)
4688,Fatu Iva 72,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4689,IGN63 Hiva Oa,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4690,Tahiti 79,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4691,Moorea 87,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4692,Maupiti 83,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4693,Nakhl-e Ghanem,+proj=longlat +ellps=WGS84 +no_defs +type=crs,(null)
4694,POSGAR 94,+proj=longlat +ellps=WGS84 +no_defs +type=crs,(null)
4695,Katanga 1955,+proj=longlat +ellps=clrk66 +no_defs +type=crs,(null)
4696,Kasai 1953,+proj=longlat +a=6378249.145 +rf=293.465 +no_defs +type=crs,(null)
4697,IGC 1962 6th Parallel South,+proj=longlat +a=6378249.145 +rf=293.465 +no_defs +type=crs,(null)
4698,IGN 1962 Kerguelen,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4699,Le Pouce 1934,+proj=longlat +a=6378249.145 +rf=293.465 +no_defs +type=crs,(null)
4700,IGN Astro 1960,+proj=longlat +a=6378249.145 +rf=293.465 +no_defs +type=crs,(null)
4701,IGCB 1955,+proj=longlat +a=6378249.145 +rf=293.465 +no_defs +type=crs,(null)
4702,Mauritania 1999,+proj=longlat +ellps=GRS80 +no_defs +type=crs,(null)
4703,Mhast 1951,+proj=longlat +a=6378249.145 +rf=293.465 +no_defs +type=crs,(null)
4704,Mhast (onshore),+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4705,Mhast (offshore),+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4706,Egypt Gulf of Suez S-650 TL,+proj=longlat +ellps=helmert +no_defs +type=crs,(null)
4707,Tern Island 1961,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4708,Cocos Islands 1965,+proj=longlat +ellps=aust_SA +no_defs +type=crs,(null)
4709,Iwo Jima 1945,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4710,Astro DOS 71,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4711,Marcus Island 1952,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4712,Ascension Island 1958,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4713,Ayabelle Lighthouse,+proj=longlat +a=6378249.145 +rf=293.465 +no_defs +type=crs,(null)
4714,Bellevue,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4715,Camp Area Astro,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4716,Phoenix Islands 1966,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4717,Cape Canaveral,+proj=longlat +ellps=clrk66 +no_defs +type=crs,(null)
4718,Solomon 1968,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4719,Easter Island 1967,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4720,Fiji 1986,+proj=longlat +ellps=WGS72 +no_defs +type=crs,(null)
4721,Fiji 1956,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4722,South Georgia 1968,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4723,GCGD59,+proj=longlat +ellps=clrk66 +no_defs +type=crs,(null)
4724,Diego Garcia 1969,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4725,Johnston Island 1961,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4726,SIGD61,+proj=longlat +ellps=clrk66 +no_defs +type=crs,(null)
4727,Midway 1961,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4728,PN84,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4729,Pitcairn 1967,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4730,Santo 1965,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4731,Viti Levu 1916,+proj=longlat +a=6378249.145 +rf=293.465 +no_defs +type=crs,(null)
4732,Marshall Islands 1960,+proj=longlat +ellps=hough +no_defs +type=crs,(null)
4733,Wake Island 1952,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4734,Tristan 1968,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4735,Kusaie 1951,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4736,Deception Island,+proj=longlat +a=6378249.145 +rf=293.465 +no_defs +type=crs,(null)
4737,Korea 2000,+proj=longlat +ellps=GRS80 +no_defs +type=crs,(null)
4738,Hong Kong 1963,+proj=longlat +a=6378293.64520876 +b=6356617.98767984 +no_defs +type=crs,(null)
4739,Hong Kong 1963(67),+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4740,PZ-90,+proj=longlat +a=6378136 +rf=298.257839303 +no_defs +type=crs,(null)
4741,FD54,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4742,GDM2000,+proj=longlat +ellps=GRS80 +no_defs +type=crs,(null)
4743,Karbala 1979,+proj=longlat +a=6378249.145 +rf=293.465 +no_defs +type=crs,(null)
4744,Nahrwan 1934,+proj=longlat +a=6378249.145 +rf=293.465 +no_defs +type=crs,(null)
4745,RD/83,+proj=longlat +ellps=bessel +no_defs +type=crs,(null)
4746,PD/83,+proj=longlat +ellps=bessel +no_defs +type=crs,(null)
4747,GR96,+proj=longlat +ellps=GRS80 +no_defs +type=crs,(null)
4748,Vanua Levu 1915,+proj=longlat +a=6378306.3696 +b=6356571.996 +no_defs +type=crs,(null)
4749,RGNC91-93,+proj=longlat +ellps=GRS80 +no_defs +type=crs,(null)
4750,ST87 Ouvea,+proj=longlat +ellps=WGS84 +no_defs +type=crs,(null)
4751,Kertau (RSO),+proj=longlat +ellps=evrst69 +no_defs +type=crs,(null)
4752,Viti Levu 1912,+proj=longlat +a=6378306.3696 +b=6356571.996 +no_defs +type=crs,(null)
4753,fk89,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4754,LGD2006,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4755,DGN95,+proj=longlat +ellps=WGS84 +no_defs +type=crs,(null)
4756,VN-2000,+proj=longlat +ellps=WGS84 +no_defs +type=crs,(null)
4757,SVY21,+proj=longlat +ellps=WGS84 +no_defs +type=crs,(null)
4758,JAD2001,+proj=longlat +ellps=WGS84 +no_defs +type=crs,(null)
4759,"NAD83(NSRS2007)",+proj=longlat +ellps=GRS80 +no_defs +type=crs,(null)
4760,WGS 66,+proj=longlat +ellps=NWL9D +no_defs +type=crs,(null)
4761,HTRS96,+proj=longlat +ellps=GRS80 +no_defs +type=crs,(null)
4762,BDA2000,+proj=longlat +ellps=WGS84 +no_defs +type=crs,(null)
4763,Pitcairn 2006,+proj=longlat +ellps=WGS84 +no_defs +type=crs,(null)
4764,RSRGD2000,+proj=longlat +ellps=GRS80 +no_defs +type=crs,(null)
4765,Slovenia 1996,+proj=longlat +ellps=GRS80 +no_defs +type=crs,(null)
4801,Bern 1898 (Bern),+proj=longlat +ellps=bessel +pm=bern +no_defs +type=crs,(null)
4802,Bogota 1975 (Bogota),+proj=longlat +ellps=intl +pm=bogota +no_defs +type=crs,(null)
4803,Lisbon (Lisbon),+proj=longlat +ellps=intl +pm=lisbon +no_defs +type=crs,(null)
4804,Makassar (Jakarta),+proj=longlat +ellps=bessel +pm=jakarta +no_defs +type=crs,(null)
4805,MGI (Ferro),+proj=longlat +ellps=bessel +pm=ferro +no_defs +type=crs,(null)
4806,Monte Mario (Rome),+proj=longlat +ellps=intl +pm=rome +no_defs +type=crs,(null)
4807,NTF (Paris),+proj=longlat +ellps=clrk80ign +pm=paris +no_defs +type=crs,(null)
4808,Padang (Jakarta),+proj=longlat +ellps=bessel +pm=jakarta +no_defs +type=crs,(null)
4809,Belge 1950 (Brussels),+proj=longlat +ellps=intl +pm=brussels +no_defs +type=crs,(null)
4810,Tananarive (Paris),+proj=longlat +ellps=intl +pm=paris +no_defs +type=crs,(null)
4811,Voirol 1875 (Paris),+proj=longlat +ellps=clrk80ign +pm=paris +no_defs +type=crs,(null)
4813,Batavia (Jakarta),+proj=longlat +ellps=bessel +pm=jakarta +no_defs +type=crs,(null)
4814,RT38 (Stockholm),+proj=longlat +ellps=bessel +pm=stockholm +no_defs +type=crs,(null)
4815,Greek (Athens),+proj=longlat +ellps=bessel +pm=athens +no_defs +type=crs,(null)
4816,Carthage (Paris),+proj=longlat +ellps=clrk80ign +pm=paris +no_defs +type=crs,(null)
4817,NGO 1948 (Oslo),+proj=longlat +a=6377492.018 +rf=299.1528128 +pm=oslo +no_defs +type=crs,(null)
4818,S-JTSK (Ferro),+proj=longlat +ellps=bessel +pm=ferro +no_defs +type=crs,(null)
4819,Nord Sahara 1959 (Paris),+proj=longlat +a=6378249.145 +rf=293.465 +pm=paris +no_defs +type=crs,(null)
4820,Segara (Jakarta),+proj=longlat +ellps=bessel +pm=jakarta +no_defs +type=crs,(null)
4821,Voirol 1879 (Paris),+proj=longlat +ellps=clrk80ign +pm=paris +no_defs +type=crs,(null)
4823,Sao Tome,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4824,Principe,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4882,Slovenia 1996,+proj=geocent +ellps=GRS80 +units=m +no_defs +type=crs,(null)
4883,Slovenia 1996,+proj=longlat +ellps=GRS80 +no_defs +type=crs,(null)
4884,RSRGD2000,+proj=geocent +ellps=GRS80 +units=m +no_defs +type=crs,(null)
4885,RSRGD2000,+proj=longlat +ellps=GRS80 +no_defs +type=crs,(null)
4886,BDA2000,+proj=geocent +ellps=WGS84 +units=m +no_defs +type=crs,(null)
4887,BDA2000,+proj=longlat +ellps=WGS84 +no_defs +type=crs,(null)
4888,HTRS96,+proj=geocent +ellps=GRS80 +units=m +no_defs +type=crs,(null)
4889,HTRS96,+proj=longlat +ellps=GRS80 +no_defs +type=crs,(null)
4890,WGS 66,+proj=geocent +ellps=NWL9D +units=m +no_defs +type=crs,(null)
4891,WGS 66,+proj=longlat +ellps=NWL9D +no_defs +type=crs,(null)
4892,"NAD83(NSRS2007)",+proj=geocent +ellps=GRS80 +units=m +no_defs +type=crs,(null)
4893,"NAD83(NSRS2007)",+proj=longlat +ellps=GRS80 +no_defs +type=crs,(null)
4894,JAD2001,+proj=geocent +ellps=WGS84 +units=m +no_defs +type=crs,(null)
4895,JAD2001,+proj=longlat +ellps=WGS84 +no_defs +type=crs,(null)
4896,ITRF2005,+proj=geocent +ellps=GRS80 +units=m +no_defs +type=crs,(null)
4897,DGN95,+proj=geocent +ellps=WGS84 +units=m +no_defs +type=crs,(null)
4898,DGN95,+proj=longlat +ellps=WGS84 +no_defs +type=crs,(null)
4899,LGD2006,+proj=geocent +ellps=intl +units=m +no_defs +type=crs,(null)
4900,LGD2006,+proj=longlat +ellps=intl +no_defs +type=crs,(null)
4901,ATF (Paris),+proj=longlat +a=6376523 +rf=308.64 +pm=2.33720833333333 +no_defs +type=crs,(null)
4902,NDG (Paris),+proj=longlat +a=6376523 +rf=308.64 +pm=paris +no_defs +type=crs,(null)
4903,Madrid 1870 (Madrid),+proj=longlat +a=6378298.3 +rf=294.73 +pm=-3.687375 +no_defs +type=crs,(null)
4904,Lisbon 1890 (Lisbon),+proj=longlat +ellps=bessel +pm=lisbon +no_defs +type=crs,(null)
4906,RGNC91-93,+proj=geocent +ellps=GRS80 +units=m +no_defs +type=crs,(null)
4907,RGNC91-93,+proj=longlat +ellps=GRS80 +no_defs +type=crs,(null)
4908,GR96,+proj=geocent +ellps=GRS80 +units=m +no_defs +type=crs,(null)
4909,GR96,+proj=longlat +ellps=GRS80 +no_defs +type=crs,(null)
4910,ITRF88,+proj=geocent +ellps=GRS80 +units=m +no_defs +type=crs,(null)
4911,ITRF89,+proj=geocent +ellps=GRS80 +units=m +no_defs +type=crs,(null)
4912,ITRF90,+proj=geocent +ellps=GRS80 +units=m +no_defs +type=crs,(null)
4913,ITRF91,+proj=geocent +ellps=GRS80 +units=m +no_defs +type=crs,(null)
4914,ITRF92,+proj=geocent +ellps=GRS80 +units=m +no_defs +type=crs,(null)
4915,ITRF93,+proj=geocent +ellps=GRS80 +units=m +no_defs +type=crs,(null)
4916,ITRF94,+proj=geocent +ellps=GRS80 +units=m +no_defs +type=crs,(null)
4917,ITRF96,+proj=geocent +ellps=GRS80 +units=m +no_defs +type=crs,(null)
4918,ITRF97,+proj=geocent +ellps=GRS80 +units=m +no_defs +type=crs,(null)
4919,ITRF2000,+proj=geocent +ellps=GRS80 +units=m +no_defs +type=crs,(null)
4920,GDM2000,+proj=geocent +ellps=GRS80 +units=m +no_defs +type=crs,(null)
4921,GDM2000,+proj=longlat +ellps=GRS80 +no_defs +type=crs,(null)
4922,PZ-90,+proj=geocent +a=6378136 +rf=298.257839303 +units=m +no_defs +type=crs,(null)
4923,PZ-90,+proj=longlat +a=6378136 +rf=298.257839303 +no_defs +type=crs,(null)
4924,Mauritania 1999,+proj=geocent +ellps=GRS80 +units=m +no_defs +type=crs,(null)
4925,Mauritania 1999,+proj=longlat +ellps=GRS80 +no_defs +type=crs,(null)
4926,Korea 2000,+proj=geocent +ellps=GRS80 +units=m +no_defs +type=crs,(null)
4927,Korea 2000,+proj=longlat +ellps=GRS80 +no_defs +type=crs,(null)
4928,POSGAR 94,+proj=geocent +ellps=WGS84 +units=m +no_defs +type=crs,(null)
4929,POSGAR 94,+proj=longlat +ellps=WGS84 +no_defs +type=crs,(null)
4930,Australian Antarctic,+proj=geocent +ellps=GRS80 +units=m +no_defs +type=crs,(null)
4931,Australian Antarctic,+proj=longlat +ellps=GRS80 +no_defs +type=crs,(null)
4932,CHTRF95,+proj=geocent +ellps=GRS80 +units=m +no_defs +type=crs,(null)
4933,CHTRF95,+proj=longlat +ellps=GRS80 +no_defs +type=crs,(null)
4934,EST97,+proj=geocent +ellps=GRS80 +units=m +no_defs +type=crs,(null)
4935,EST97,+proj=longlat +ellps=GRS80 +no_defs +type=crs,(null)
4936,ETRS89,+proj=geocent +ellps=GRS80 +units=m +no_defs +type=crs,(null)
4937,ETRS89,+proj=longlat +ellps=GRS80 +no_defs +type=crs,(null)
4938,GDA94,+proj=geocent +ellps=GRS80 +units=m +no_defs +type=crs,(null)
4939,GDA94,+proj=longlat +ellps=GRS80 +no_defs +type=crs,(null)
